movie,scene_number,scene_name,type,character,text
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,direction,NULL,[rewr!]
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,direction,NULL,[music stops]
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,direction,NULL,[dramatic chord]
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,OLD CRONE,Who sent you?
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,The Knights Who Say 'Ni'.
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,CRONE,Aggh! No! Never! We have no shrubberies here.
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,"If you do not tell us where we can buy a shrubbery, my
        friend and I will say... we will say... 'ni'."
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,CRONE,Agh! Do your worst!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,"Very well! If you will not assist us voluntarily,...
        ni!"
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,CRONE,No! Never! No shrubberies!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,Ni!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,CRONE,[cough]
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,BEDEVERE,Nu!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,"No, no, no, no, i--"
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,BEDEVERE,Nu!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,"No, it's not that. It's 'ni'."
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,BEDEVERE,Nu!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,"No, no. 'Ni'. You're not doing it properly. No."
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,BEDEVERE,Ni!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR and BEDEVERE,Ni!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,That's it. That's it. You've got it.
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR and BEDEVERE,Ni!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,CRONE,Ohh!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,BEDEVERE,Ni!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,Ni!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,CRONE,Agh!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,BEDEVERE,Ni!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,Ni!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,BEDEVERE,Ni!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,Ni!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,BEDEVERE,Ni!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ROGER THE SHRUBBER,Are you saying 'ni' to that old woman?
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,"Erm,... yes."
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ROGER,"Oh, what sad times are these when passing ruffians can
        say 'ni' at will to old ladies. There is a pestilence upon this land.
        Nothing is sacred. Even those who arrange and design shrubberies are
        under considerable economic stress at this period in history."
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,Did you say 'shrubberies'?
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ROGER,"Yes. Shrubberies are my trade. I am a shrubber. My name
        is 'Roger the Shrubber'. I arrange, design, and sell shrubberies."
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,BEDEVERE,Ni!
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,"No! No, no, no! No!"
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,"O Knights of Ni, we have brought you your shrubbery.
        May we go now?"
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,"It is a good shrubbery. I like the laurels
        particularly,... but there is one small problem."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,What is that?
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,We are now... no longer the Knights Who Say 'Ni'.
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,KNIGHTS OF NI,Ni! Shh!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,"Shh! We are now the Knights Who Say
        'Ecky-ecky-ecky-ecky-pikang-zoop-boing-goodem-zu-owly-zhiv'."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,RANDOM,Ni!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,"Therefore, we must give you a test."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,"What is this test, O Knights of-- knights who till
        recently said 'ni'?"
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,"Firstly, you must find... another shrubbery!"
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,direction,NULL,[dramatic chord]
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,Not another shrubbery!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,RANDOM,Ni!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,"Then, when you have found the shrubbery, you must
        place it here beside this shrubbery, only slightly higher so you get the
        two-level effect with a little path running down the middle."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,KNIGHTS OF NI,"A path! A path! A path! Ni! Shh! Knights of Ni!
        Ni! Ni! Shh! Shh!..."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,"Then, when you have found the shrubbery, you must
        cut down the mightiest tree in the forest... with... a herring!"
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,direction,NULL,[dramatic chord]
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,KNIGHTS OF NI,A herring!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,We shall do no such thing!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,"Oh, please!"
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,Cut down a tree with a herring? It can't be done.
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,KNIGHTS OF NI,Aaaaugh! Aaaugh!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,Augh! Ohh! Don't say that word.
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,What word?
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,"I cannot tell, suffice to say is one of the words
        the Knights of Ni cannot hear."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,"How can we not say the word if you don't tell us what
        it is?"
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,KNIGHTS OF NI,Aaaaugh!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,You said it again!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,"What, 'is'?"
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,KNIGHTS OF NI,"Agh! No, not 'is'."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,"No, not 'is'. You wouldn't get vary far in life
        not saying 'is'."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,KNIGHTS OF NI,"No, not 'is'. Not 'is'."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,BEDEVERE,"My liege, it's Sir Robin!"
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,MINSTREL,[singing]
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,Sir Robin!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ROBIN,My liege! It's good to see you.
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,Now he's said the word!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,"Surely you've not given up your quest for the Holy
        Grail?"
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,MINSTREL,"[singing] He is sneaking away and buggering
        up--"
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ROBIN,"Shut up! No, no. No. Far from it."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,He said the word again!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,KNIGHTS OF NI,Aaaaugh!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ROBIN,I was looking for it.
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,KNIGHTS OF NI,Aaaaugh!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ROBIN,"Uh, here-- here in this forest."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,"No, it is far from this place."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,KNIGHTS OF NI,Aaaaugh!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,Aaaaugh! Stop saying the word! The word...
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,"Oh, stop it!"
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,...we cannot hear! Ow! He said it again!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,ARTHUR,Patsy!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,HEAD KNIGHT,Wait! I said it! I said it!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,direction,NULL,[clop clop clop]
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,KNIGHTS OF NI,Aaaaugh!... Narrative Interlude
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,NARRATOR,"And so, Arthur and Bedevere and Sir Robin set out on
        their search to find the enchanter of whom the old man had spoken in
        scene twenty-four. Beyond the forest, they met Lancelot and Galahad, and
        there was much rejoicing."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,KNIGHTS,Yay! Yay!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,direction,NULL,[whoosh]
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,NARRATOR,"In the frozen land of Nador, they were forced to eat
        Robin's minstrels."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,MINSTREL,[high-pitched] Get back! Eee!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,NARRATOR,And there was much rejoicing.
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,KNIGHTS,Yay!
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,NARRATOR,A year passed.
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,CARTOON CHARACTER,[shivering]
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,NARRATOR,Winter changed into Spring.
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,CARTOON CHARACTER,"Mmm, nice."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,NARRATOR,Spring changed into Summer.
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,CARTOON CHARACTER,Oh. Ahh.
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,NARRATOR,"Summer changed back into Winter,..."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,CARTOON CHARACTER,Oh?
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,NARRATOR,"...and Winter gave Spring and Summer a miss and went
        straight on into Autumn."
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,CARTOON CHARACTER,Aah.
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,direction,NULL,[snap]
Monty Python and The Holy Grail,18,Shrubbery or Herring? That is the Question,dialogue,NARRATOR,Until one day...
Monty Python and The Holy Grail,19,Tim the Enchanter Warns of Rabbit Peril,direction,NULL,[King Arthur music]
Monty Python and The Holy Grail,19,Tim the Enchanter Warns of Rabbit Peril,direction,NULL,[clop clop clop]
Monty Python and The Holy Grail,19,Tim the Enchanter Warns of Rabbit Peril,direction,NULL,[music stops]
Monty Python and The Holy Grail,19,Tim the Enchanter Warns of Rabbit Peril,direction,NULL,[boom]
Monty Python and The Holy Grail,19,Tim the Enchanter Warns of Rabbit Peril,dialogue,KNIGHTS,Eh. Oh. See it? Oh. Oh.
Monty Python and The Holy Grail,19,Tim the Enchanter Warns of Rabbit Peril,dialogue,ARTHUR,Knights! Forward!
Monty Python and The Holy Grail,19,Tim the Enchanter Warns of Rabbit Peril,direction,NULL,[boom boom boom boom boom]
Monty Python and The Holy Grail,19,Tim the Enchanter Warns of Rabbit Peril,direction,NULL,[squeak]
Monty Python and The Holy Grail,19,Tim the Enchanter Warns of Rabbit Peril,direction,NULL,[boom boom boom boom]
Monty Python and The Holy Grail,19,Tim the Enchanter Warns of Rabbit Peril,dialogue,TIM,I... am an enchanter.
Monty Python and The Holy Grail,19,Tim the Enchanter Warns of Rabbit Peril,dialogue,ARTHUR,By what name are you known?
